sentence1	sentence2	heuristic	gold_label	data	
De motorrijders voeren de jongvolwassenen wie voor de boa's knuffelen 	Voor de boa's voor de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De fotografen studeren de vrouwen wie tegen de fietsers redden 	Tegen de fietsers tegen de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen vangen de jongens wie boven de mannen zagen 	Boven de mannen boven de jongens 	ENTAILMENT	lexical_overlap	TEST
De mimespelers onder wie de spelers vangen duelleren de motorrijders 	De mimespelers vangen onder de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De klimmers snuffelen de fietsers wie tegenover de soldaten breken 	Tegenover de soldaten tegenover de fietsers 	ENTAILMENT	lexical_overlap	TEST
De fietsers trouwen de jongvolwassenen wie vangen bij de leerlingen 	De jongvolwassenen vangen bij de leerlingen 	ENTAILMENT	lexical_overlap	TEST
De spelers bij wie de leerlingen telefoneren verlaten de mimespelers 	De spelers telefoneren bij de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De boa's bovenop wie de fotografen gooien schoppen de jongens 	De fotografen gooien bovenop de boa's 	ENTAILMENT	lexical_overlap	TEST
De motorrijders zagen de klimmers wie tegenover de boa's duelleren 	Tegenover de boa's tegenover de klimmers 	ENTAILMENT	lexical_overlap	TEST
De spelers trekken de fietsers wie naast de studenten redden 	Naast de studenten naast de fietsers 	ENTAILMENT	lexical_overlap	TEST
De klimmers naast wie de boa's studeren duelleren de dochters 	De klimmers studeren naast de dochters 	ENTAILMENT	lexical_overlap	TEST
De fotografen bovenop wie de fietsers studeren zagen de mannen 	De fietsers studeren bovenop de fotografen 	ENTAILMENT	lexical_overlap	TEST
De mimespelers tegen wie de fotografen snuffelen voeren de vrouwen 	De mimespelers snuffelen tegen de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De jongens verlaten de motorrijders wie voor de boa's studeren 	Voor de boa's voor de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De klimmers knuffelen de hardlopers wie naast de fotografen borstelen 	Naast de fotografen naast de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De soldaten bovenop wie de dochters redden worstelen de mannen 	De soldaten redden bovenop de mannen 	ENTAILMENT	lexical_overlap	TEST
De mimespelers achter wie de spelers breken studeren de fietsers 	De mimespelers breken achter de fietsers 	ENTAILMENT	lexical_overlap	TEST
De fotografen achter wie de soldaten vangen trekken de dochters 	De soldaten vangen achter de fotografen 	ENTAILMENT	lexical_overlap	TRAIN
De jongvolwassenen uit wie de fotografen worstelen knuffelen de dochters 	De fotografen worstelen uit de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De vrouwen vangen de jongens wie trekken tussen de jongvolwassenen 	De jongens trekken tussen de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De studenten zagen de dochters wie tegen de jongvolwassenen verpletteren 	Tegen de jongvolwassenen tegen de dochters 	ENTAILMENT	lexical_overlap	TEST
De fotografen breken de dochters wie tussen de studenten ontwijken 	Tussen de studenten tussen de dochters 	ENTAILMENT	lexical_overlap	TEST
De mimespelers borstelen de spelers wie telefoneren tussen de fietsers 	De spelers telefoneren tussen de fietsers 	ENTAILMENT	lexical_overlap	TEST
De klimmers tegen wie de hardlopers schoppen leren de mannen 	De klimmers schoppen tegen de mannen 	ENTAILMENT	lexical_overlap	TEST
De leerlingen zagen de dochters wie trouwen achter de vrouwen 	De dochters trouwen achter de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De fotografen telefoneren de studenten wie voor de motorrijders redden 	Voor de motorrijders voor de studenten 	ENTAILMENT	lexical_overlap	TRAIN
De soldaten knuffelen de mimespelers wie dragen bij de motorrijders 	De mimespelers dragen bij de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen achter wie de hardlopers duelleren breken de fietsers 	De hardlopers duelleren achter de jongvolwassenen 	ENTAILMENT	lexical_overlap	TRAIN
De spelers snuffelen de motorrijders wie bovenop de hardlopers borstelen 	Bovenop de hardlopers bovenop de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De soldaten redden de klimmers wie van de leerlingen voeren 	Van de leerlingen van de klimmers 	ENTAILMENT	lexical_overlap	TRAIL
De hardlopers met wie de leerlingen verlaten schoppen de mimespelers 	De hardlopers verlaten met de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De studenten tegenover wie de mannen snuffelen trouwen de spelers 	De studenten snuffelen tegenover de spelers 	ENTAILMENT	lexical_overlap	TRAIN
De spelers borstelen de hardlopers wie leren voor de dochters 	De hardlopers leren voor de dochters 	ENTAILMENT	lexical_overlap	TEST
De spelers voor wie de jongvolwassenen telefoneren voeren de studenten 	De spelers telefoneren voor de studenten 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen tegen wie de boa's borstelen gooien de soldaten 	De jongvolwassenen borstelen tegen de soldaten 	ENTAILMENT	lexical_overlap	TEST
De studenten voeren de boa's wie tegen de leerlingen snuffelen 	Tegen de leerlingen tegen de boa's 	ENTAILMENT	lexical_overlap	TEST
De fietsers met wie de jongens trouwen worstelen de soldaten 	De jongens trouwen met de fietsers 	ENTAILMENT	lexical_overlap	TEST
De motorrijders naast wie de leerlingen duelleren tekenen de spelers 	De leerlingen duelleren naast de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De mannen dragen de spelers wie tegen de mimespelers voeren 	Tegen de mimespelers tegen de spelers 	ENTAILMENT	lexical_overlap	TRAIL
De dochters studeren de vrouwen wie uit de studenten snuffelen 	Uit de studenten uit de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De boa's verlaten de klimmers wie duelleren tussen de jongens 	De klimmers duelleren tussen de jongens 	ENTAILMENT	lexical_overlap	TEST
De mannen verpletteren de mimespelers wie tegenover de hardlopers ontwijken 	Tegenover de hardlopers tegenover de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De boa's trouwen de spelers wie borstelen bovenop de vrouwen 	De spelers borstelen bovenop de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De soldaten tegen wie de boa's ontwijken trekken de klimmers 	De boa's ontwijken tegen de soldaten 	ENTAILMENT	lexical_overlap	TEST
De mannen met wie de fietsers worstelen verlaten de vrouwen 	De mannen worstelen met de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De fotografen achter wie de spelers knuffelen ontwijken de studenten 	De spelers knuffelen achter de fotografen 	ENTAILMENT	lexical_overlap	TEST
De jongens knuffelen de fotografen wie bij de hardlopers duelleren 	Bij de hardlopers bij de fotografen 	ENTAILMENT	lexical_overlap	TEST
De mannen gooien de jongvolwassenen wie borstelen onder de soldaten 	De jongvolwassenen borstelen onder de soldaten 	ENTAILMENT	lexical_overlap	TEST
De vrouwen trouwen de spelers wie schoppen tussen de mimespelers 	De spelers schoppen tussen de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De motorrijders van wie de leerlingen zagen borstelen de spelers 	De leerlingen zagen van de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De mimespelers tekenen de motorrijders wie schoppen tegenover de spelers 	De motorrijders schoppen tegenover de spelers 	ENTAILMENT	lexical_overlap	TRAIN
De leerlingen gooien de mannen wie breken voor de studenten 	De mannen breken voor de studenten 	ENTAILMENT	lexical_overlap	TEST
De klimmers gooien de boa's wie leren met de jongens 	De boa's leren met de jongens 	ENTAILMENT	lexical_overlap	TEST
De jongens tegen wie de mannen verlaten tekenen de leerlingen 	De mannen verlaten tegen de jongens 	ENTAILMENT	lexical_overlap	TEST
De klimmers voor wie de mimespelers borstelen duelleren de hardlopers 	De mimespelers borstelen voor de klimmers 	ENTAILMENT	lexical_overlap	TEST
De studenten redden de hardlopers wie tegenover de mannen trekken 	Tegenover de mannen tegenover de hardlopers 	ENTAILMENT	lexical_overlap	TRAIN
De hardlopers breken de mannen wie naast de mimespelers ontwijken 	Naast de mimespelers naast de mannen 	ENTAILMENT	lexical_overlap	TEST
De hardlopers verlaten de mimespelers wie boven de leerlingen dragen 	Boven de leerlingen boven de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De vrouwen bij wie de soldaten borstelen telefoneren de studenten 	De soldaten borstelen bij de vrouwen 	ENTAILMENT	lexical_overlap	TRAIN
De fietsers voor wie de hardlopers vangen ontwijken de spelers 	De hardlopers vangen voor de fietsers 	ENTAILMENT	lexical_overlap	TEST
De fietsers van wie de dochters worstelen snuffelen de leerlingen 	De dochters worstelen van de fietsers 	ENTAILMENT	lexical_overlap	TEST
De fietsers naast wie de hardlopers tekenen trouwen de dochters 	De hardlopers tekenen naast de fietsers 	ENTAILMENT	lexical_overlap	TEST
De dochters onder wie de fietsers gooien vangen de klimmers 	De fietsers gooien onder de dochters 	ENTAILMENT	lexical_overlap	TEST
De motorrijders duelleren de soldaten wie uit de studenten worstelen 	Uit de studenten uit de soldaten 	ENTAILMENT	lexical_overlap	TEST
De boa's bovenop wie de mimespelers telefoneren schoppen de dochters 	De mimespelers telefoneren bovenop de boa's 	ENTAILMENT	lexical_overlap	TEST
De dochters bij wie de jongvolwassenen breken zagen de leerlingen 	De dochters breken bij de leerlingen 	ENTAILMENT	lexical_overlap	TRAIN
De mannen bovenop wie de spelers verlaten voeren de leerlingen 	De mannen verlaten bovenop de leerlingen 	ENTAILMENT	lexical_overlap	TEST
De hardlopers dragen de jongens wie voeren naast de klimmers 	De jongens voeren naast de klimmers 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen achter de klimmers trekken de soldaten 	De jongvolwassenen trekken de soldaten 	ENTAILMENT	lexical_overlap	TEST
De klimmers achter de motorrijders ontwijken de boa's 	De klimmers ontwijken de boa's 	ENTAILMENT	lexical_overlap	TEST
De mimespelers naast de jongens studeren de vrouwen 	De mimespelers studeren de vrouwen 	ENTAILMENT	lexical_overlap	TEST
De dochters dichtbij de boa's vangen de jongens 	De dochters vangen de jongens 	ENTAILMENT	lexical_overlap	TRAIN
De studenten achter de fietsers gooien de spelers 	De studenten gooien de spelers 	ENTAILMENT	lexical_overlap	TEST
De mannen dichtbij de vrouwen schoppen de fotografen 	De mannen schoppen de fotografen 	ENTAILMENT	lexical_overlap	TEST
De boa's achter de fotografen verpletteren de fietsers 	De boa's verpletteren de fietsers 	ENTAILMENT	lexical_overlap	TRAIL
De klimmers dichtbij de fotografen dragen de leerlingen 	De klimmers dragen de leerlingen 	ENTAILMENT	lexical_overlap	TEST
De jongens achter de dochters dragen de studenten 	De jongens dragen de studenten 	ENTAILMENT	lexical_overlap	TEST
De mannen voor de soldaten voeren de studenten 	De mannen voeren de studenten 	ENTAILMENT	lexical_overlap	TEST
De soldaten voor de jongvolwassenen tekenen de klimmers 	De soldaten tekenen de klimmers 	ENTAILMENT	lexical_overlap	TEST
De dochters dichtbij de fietsers trekken de hardlopers 	De dochters trekken de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De boa's naast de mannen tekenen de jongens 	De boa's tekenen de jongens 	ENTAILMENT	lexical_overlap	TRAIL
De vrouwen voor de mannen trouwen de motorrijders 	De vrouwen trouwen de motorrijders 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen achter de fietsers verpletteren de fotografen 	De jongvolwassenen verpletteren de fotografen 	ENTAILMENT	lexical_overlap	TEST
De mimespelers voor de fietsers telefoneren de fotografen 	De mimespelers telefoneren de fotografen 	ENTAILMENT	lexical_overlap	TEST
De jongens achter de mannen tekenen de fietsers 	De jongens tekenen de fietsers 	ENTAILMENT	lexical_overlap	TEST
De dochters voor de vrouwen ontwijken de spelers 	De dochters ontwijken de spelers 	ENTAILMENT	lexical_overlap	TEST
De leerlingen voor de vrouwen leren de fotografen 	De leerlingen leren de fotografen 	ENTAILMENT	lexical_overlap	TEST
De dochters voor de hardlopers studeren de mimespelers 	De dochters studeren de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De boa's achter de leerlingen studeren de hardlopers 	De boa's studeren de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De spelers dichtbij de studenten studeren de fietsers 	De spelers studeren de fietsers 	ENTAILMENT	lexical_overlap	TEST
De vrouwen dichtbij de hardlopers tekenen de mimespelers 	De vrouwen tekenen de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De klimmers achter de mimespelers ontwijken de jongvolwassenen 	De klimmers ontwijken de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De fotografen voor de dochters knuffelen de jongvolwassenen 	De fotografen knuffelen de jongvolwassenen 	ENTAILMENT	lexical_overlap	TRAIN
De leerlingen naast de soldaten trouwen de mannen 	De leerlingen trouwen de mannen 	ENTAILMENT	lexical_overlap	TEST
De soldaten naast de boa's trekken de jongens 	De soldaten trekken de jongens 	ENTAILMENT	lexical_overlap	TRAIL
De soldaten voor de mimespelers borstelen de jongens 	De soldaten borstelen de jongens 	ENTAILMENT	lexical_overlap	TEST
De motorrijders naast de soldaten vangen de klimmers 	De motorrijders vangen de klimmers 	ENTAILMENT	lexical_overlap	TEST
De soldaten dichtbij de motorrijders snuffelen de jongvolwassenen 	De soldaten snuffelen de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De vrouwen voor de fietsers duelleren de soldaten 	De vrouwen duelleren de soldaten 	ENTAILMENT	lexical_overlap	TEST
De mannen naast de fotografen telefoneren de hardlopers 	De mannen telefoneren de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De leerlingen voor de studenten knuffelen de klimmers 	De leerlingen knuffelen de klimmers 	ENTAILMENT	lexical_overlap	TEST
De soldaten naast de studenten worstelen de jongens 	De soldaten worstelen de jongens 	ENTAILMENT	lexical_overlap	TEST
De studenten naast de jongvolwassenen breken de jongens 	De studenten breken de jongens 	ENTAILMENT	lexical_overlap	TEST
De mimespelers naast de klimmers duelleren de studenten 	De mimespelers duelleren de studenten 	ENTAILMENT	lexical_overlap	TEST
De hardlopers voor de motorrijders voeren de boa's 	De hardlopers voeren de boa's 	ENTAILMENT	lexical_overlap	TEST
De soldaten voor de spelers leren de studenten 	De soldaten leren de studenten 	ENTAILMENT	lexical_overlap	TEST
De jongvolwassenen voor de boa's tekenen de hardlopers 	De jongvolwassenen tekenen de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De motorrijders dichtbij de studenten leren de jongvolwassenen 	De motorrijders leren de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De vrouwen voor de motorrijders trekken de mimespelers 	De vrouwen trekken de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De jongens voor de leerlingen leren de fotografen 	De jongens leren de fotografen 	ENTAILMENT	lexical_overlap	TEST
De fotografen voor de jongvolwassenen trekken de klimmers 	De fotografen trekken de klimmers 	ENTAILMENT	lexical_overlap	TEST
De klimmers dichtbij de mimespelers ontwijken de fotografen 	De klimmers ontwijken de fotografen 	ENTAILMENT	lexical_overlap	TEST
De klimmers naast de vrouwen trouwen de mimespelers 	De klimmers trouwen de mimespelers 	ENTAILMENT	lexical_overlap	TEST
De vrouwen voor de klimmers tekenen de hardlopers 	De vrouwen tekenen de hardlopers 	ENTAILMENT	lexical_overlap	TEST
De studenten naast de fotografen borstelen de boa's 	De studenten borstelen de boa's 	ENTAILMENT	lexical_overlap	TEST
De dochters dichtbij de mimespelers trekken de jongvolwassenen 	De dochters trekken de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De studenten voor de boa's snuffelen de spelers 	De studenten snuffelen de spelers 	ENTAILMENT	lexical_overlap	TEST
De dochters achter de boa's knuffelen de jongens 	De dochters knuffelen de jongens 	ENTAILMENT	lexical_overlap	TEST
De mannen dichtbij de fietsers snuffelen de jongvolwassenen 	De mannen snuffelen de jongvolwassenen 	ENTAILMENT	lexical_overlap	TEST
De fotografen naast de boa's studeren de soldaten 	De fotografen studeren de soldaten 	ENTAILMENT	lexical_overlap	TEST
